P-value Rank,Percent Discovered Mitocarta Genes
14818,97.35
14819,97.35
14820,97.35
14821,97.35
14822,97.35
14823,97.35
14824,97.35
14825,97.35
14826,97.35
14827,97.35
14828,97.35
14829,97.35
14830,97.35
14831,97.35
14832,97.35
14833,97.35
14834,97.35
14835,97.35
14836,97.35
14837,97.35
14838,97.35
14839,97.35
14840,97.35
14841,97.35
14842,97.35
14843,97.35
14844,97.35
14845,97.35
14846,97.35
14847,97.35
14848,97.35
14849,97.35
14850,97.35
14851,97.35
14852,97.35
14853,97.35
14854,97.35
14855,97.35
14856,97.35
14857,97.35
14858,97.35
14859,97.35
14860,97.35
14861,97.35
14862,97.35
14863,97.35
14864,97.35
14865,97.35
14866,97.35
14867,97.35
14868,97.35
14869,97.35
14870,97.35
14871,97.35
14872,97.35
14873,97.35
14874,97.35
14875,97.35
14876,97.35
14877,97.35
14878,97.35
14879,97.35
14880,97.35
14881,97.35
14882,97.35
14883,97.35
14884,97.35
14885,97.35
14886,97.35
14887,97.35
14888,97.35
14889,97.35
14890,97.35
14891,97.35
14892,97.35
14893,97.35
14894,97.35
14895,97.35
14896,97.35
14897,97.35
14898,97.35
14899,97.35
14900,97.35
14901,97.35
14902,97.35
14903,97.35
14904,97.35
14905,97.35
14906,97.35
14907,97.35
14908,97.35
14909,97.35
14910,97.35
14911,97.35
14912,97.35
14913,97.35
14914,97.35
14915,97.35
14916,97.35
14917,97.35
14918,97.35
14919,97.35
14920,97.35
14921,97.35
14922,97.35
14923,97.35
14924,97.35
14925,97.35
14926,97.35
14927,97.35
14928,97.35
14929,97.35
14930,97.35
14931,97.35
14932,97.35
14933,97.35
14934,97.35
14935,97.35
14936,97.35
14937,97.35
14938,97.35
14939,97.35
14940,97.35
14941,97.35
14942,97.35
14943,97.35
14944,97.35
14945,97.35
14946,97.35
14947,97.35
14948,97.35
14949,97.35
14950,97.35
14951,97.35
14952,97.35
14953,97.35
14954,97.35
14955,97.35
14956,97.35
14957,97.35
14958,97.35
14959,97.35
14960,97.35
14961,97.35
14962,97.35
14963,97.35
14964,97.35
14965,97.35
14966,97.35
14967,97.35
14968,97.35
14969,97.35
14970,97.35
14971,97.35
14972,97.35
14973,97.35
14974,97.35
14975,97.35
14976,97.35
14977,97.35
14978,97.35
14979,97.35
14980,97.35
14981,97.35
14982,97.35
14983,97.35
14984,97.35
14985,97.35
14986,97.35
14987,97.35
14988,97.35
14989,97.35
14990,97.35
14991,97.35
14992,97.35
14993,97.35
14994,97.35
14995,97.35
14996,97.35
14997,97.35
14998,97.35
14999,97.35
15000,97.35
15001,97.35
15002,97.35
15003,97.35
15004,97.35
15005,97.35
15006,97.35
15007,97.35
15008,97.35
15009,97.35
15010,97.35
15011,97.35
15012,97.35
15013,97.35
15014,97.35
15015,97.35
15016,97.35
15017,97.35
15018,97.35
15019,97.35
15020,97.35
15021,97.35
15022,97.35
15023,97.35
15024,97.35
15025,97.35
15026,97.35
15027,97.35
15028,97.35
15029,97.35
15030,97.35
15031,97.35
15032,97.35
15033,97.35
15034,97.35
15035,97.35
15036,97.35
15037,97.35
15038,97.35
15039,97.35
15040,97.35
15041,97.35
15042,97.35
15043,97.35
15044,97.35
15045,97.35
15046,97.35
15047,97.35
15048,97.35
15049,97.35
15050,97.35
15051,97.35
15052,97.35
15053,97.35
15054,97.35
15055,97.35
15056,97.35
15057,97.35
15058,97.35
15059,97.35
15060,97.35
15061,97.35
15062,97.35
15063,97.35
15064,97.35
15065,97.35
15066,97.35
15067,97.35
15068,97.35
15069,97.35
15070,97.35
15071,97.35
15072,97.35
15073,97.35
15074,97.35
15075,97.35
15076,97.35
15077,97.35
15078,97.35
15079,97.35
15080,97.35
15081,97.35
15082,97.35
15083,97.35
15084,97.35
15085,97.35
15086,97.35
15087,97.35
15088,97.35
15089,97.35
15090,97.35
15091,97.35
15092,97.35
15093,97.35
15094,97.35
15095,97.35
15096,97.35
15097,97.35
15098,97.35
15099,97.35
15100,97.35
15101,97.35
15102,97.35
15103,97.35
15104,97.35
15105,97.35
15106,97.35
15107,97.35
15108,97.35
15109,97.35
15110,97.35
15111,97.35
15112,97.35
15113,97.35
15114,97.35
15115,97.35
15116,97.35
15117,97.35
15118,97.35
15119,97.35
15120,97.35
15121,97.35
15122,97.35
15123,97.35
15124,97.35
15125,97.35
15126,97.35
15127,97.35
15128,97.35
15129,97.35
15130,97.35
15131,97.35
15132,97.35
15133,97.35
15134,97.35
15135,97.35
15136,97.35
15137,97.35
15138,97.35
15139,97.35
15140,97.35
15141,97.35
15142,97.35
15143,97.35
15144,97.35
15145,97.35
15146,97.35
15147,97.35
15148,97.35
15149,97.35
15150,97.35
15151,97.35
15152,97.35
15153,97.35
15154,97.35
15155,97.35
15156,97.35
15157,97.35
15158,97.35
15159,97.35
15160,97.35
15161,97.35
15162,97.35
15163,97.35
15164,97.35
15165,97.35
15166,97.35
15167,97.35
15168,97.35
15169,97.35
15170,97.35
15171,97.35
15172,97.35
15173,97.35
15174,97.35
15175,97.35
15176,97.35
15177,97.35
15178,97.35
15179,97.35
15180,97.35
15181,97.35
15182,97.44
15183,97.44
15184,97.44
15185,97.44
15186,97.44
15187,97.44
15188,97.44
15189,97.44
15190,97.44
15191,97.44
15192,97.44
15193,97.44
15194,97.44
15195,97.44
15196,97.44
15197,97.44
15198,97.44
15199,97.44
15200,97.44
15201,97.44
15202,97.44
15203,97.44
15204,97.44
15205,97.44
15206,97.44
15207,97.44
15208,97.44
15209,97.44
15210,97.44
15211,97.44
15212,97.44
15213,97.44
15214,97.44
15215,97.44
15216,97.44
15217,97.44
15218,97.44
15219,97.44
15220,97.44
15221,97.44
15222,97.44
15223,97.44
15224,97.44
15225,97.44
15226,97.44
15227,97.44
15228,97.44
15229,97.44
15230,97.44
15231,97.44
15232,97.44
15233,97.44
15234,97.44
15235,97.44
15236,97.44
15237,97.44
15238,97.44
15239,97.44
15240,97.44
15241,97.44
15242,97.44
15243,97.44
15244,97.44
15245,97.44
15246,97.44
15247,97.44
15248,97.44
15249,97.44
15250,97.44
15251,97.44
15252,97.44
15253,97.44
15254,97.44
15255,97.44
15256,97.44
15257,97.44
15258,97.44
15259,97.44
15260,97.44
15261,97.44
15262,97.44
15263,97.44
15264,97.44
15265,97.44
15266,97.44
15267,97.44
15268,97.44
15269,97.44
15270,97.44
15271,97.44
15272,97.44
15273,97.44
15274,97.44
15275,97.44
15276,97.44
15277,97.44
15278,97.44
15279,97.44
15280,97.44
15281,97.44
15282,97.44
15283,97.44
15284,97.44
15285,97.44
15286,97.44
15287,97.44
15288,97.44
15289,97.44
15290,97.44
15291,97.44
15292,97.44
15293,97.44
15294,97.44
15295,97.44
15296,97.44
15297,97.44
15298,97.44
15299,97.44
15300,97.44
15301,97.44
15302,97.44
15303,97.53
15304,97.53
15305,97.53
15306,97.53
15307,97.53
15308,97.53
15309,97.53
15310,97.53
15311,97.53
15312,97.53
15313,97.53
15314,97.53
15315,97.53
15316,97.53
15317,97.53
15318,97.53
15319,97.53
15320,97.53
15321,97.53
15322,97.53
15323,97.53
15324,97.53
15325,97.53
15326,97.53
15327,97.53
15328,97.53
15329,97.53
15330,97.53
15331,97.53
15332,97.53
15333,97.53
15334,97.53
15335,97.53
15336,97.53
15337,97.53
15338,97.53
15339,97.53
15340,97.53
15341,97.53
15342,97.53
15343,97.53
15344,97.53
15345,97.53
15346,97.53
15347,97.53
15348,97.53
15349,97.53
15350,97.53
15351,97.53
15352,97.53
15353,97.53
15354,97.53
15355,97.53
15356,97.53
15357,97.53
15358,97.53
15359,97.53
15360,97.53
15361,97.53
15362,97.53
15363,97.53
15364,97.53
15365,97.53
15366,97.53
15367,97.53
15368,97.53
15369,97.53
15370,97.53
15371,97.53
15372,97.53
15373,97.53
15374,97.53
15375,97.53
15376,97.53
15377,97.53
15378,97.53
15379,97.53
15380,97.53
15381,97.53
15382,97.53
15383,97.53
15384,97.53
15385,97.53
15386,97.53
15387,97.53
15388,97.53
15389,97.53
15390,97.53
15391,97.53
15392,97.53
15393,97.53
15394,97.53
15395,97.53
15396,97.53
15397,97.53
15398,97.53
15399,97.53
15400,97.53
15401,97.53
15402,97.53
15403,97.53
15404,97.53
15405,97.53
15406,97.53
15407,97.53
15408,97.53
15409,97.53
15410,97.53
15411,97.53
15412,97.53
15413,97.53
15414,97.53
15415,97.53
15416,97.53
15417,97.53
15418,97.53
15419,97.53
15420,97.53
15421,97.53
15422,97.53
15423,97.53
15424,97.53
15425,97.53
15426,97.53
15427,97.53
15428,97.53
15429,97.53
15430,97.53
15431,97.53
15432,97.53
15433,97.53
15434,97.53
15435,97.53
15436,97.53
15437,97.53
15438,97.53
15439,97.53
15440,97.53
15441,97.53
15442,97.53
15443,97.53
15444,97.53
15445,97.53
15446,97.53
15447,97.53
15448,97.53
15449,97.53
15450,97.53
15451,97.53
15452,97.53
15453,97.53
15454,97.53
15455,97.53
15456,97.53
15457,97.53
15458,97.53
15459,97.53
15460,97.53
15461,97.53
15462,97.53
15463,97.53
15464,97.53
15465,97.53
15466,97.53
15467,97.53
15468,97.53
15469,97.53
15470,97.53
15471,97.53
15472,97.53
15473,97.53
15474,97.53
15475,97.53
15476,97.53
15477,97.53
15478,97.53
15479,97.53
15480,97.53
15481,97.53
15482,97.53
15483,97.53
15484,97.53
15485,97.53
15486,97.53
15487,97.53
15488,97.53
15489,97.53
15490,97.53
15491,97.53
15492,97.53
15493,97.53
15494,97.53
15495,97.53
15496,97.53
15497,97.53
15498,97.53
15499,97.53
15500,97.53
15501,97.53
15502,97.53
15503,97.53
15504,97.53
15505,97.53
15506,97.53
15507,97.53
15508,97.53
15509,97.53
15510,97.53
15511,97.53
15512,97.53
15513,97.53
15514,97.53
15515,97.53
15516,97.53
15517,97.53
15518,97.53
15519,97.53
15520,97.53
15521,97.53
15522,97.53
15523,97.53
15524,97.53
15525,97.53
15526,97.53
15527,97.53
15528,97.53
15529,97.53
15530,97.53
15531,97.53
15532,97.53
15533,97.53
15534,97.53
15535,97.53
15536,97.53
15537,97.53
15538,97.53
15539,97.53
15540,97.53
15541,97.53
15542,97.53
15543,97.53
15544,97.53
15545,97.53
15546,97.53
15547,97.53
15548,97.53
15549,97.53
15550,97.53
15551,97.53
15552,97.53
15553,97.53
15554,97.53
15555,97.53
15556,97.53
15557,97.53
15558,97.53
15559,97.53
15560,97.53
15561,97.53
15562,97.53
15563,97.53
15564,97.53
15565,97.53
15566,97.53
15567,97.53
15568,97.53
15569,97.53
15570,97.53
15571,97.53
15572,97.53
15573,97.53
15574,97.53
15575,97.53
15576,97.53
15577,97.53
15578,97.53
15579,97.53
15580,97.53
15581,97.53
15582,97.53
15583,97.53
15584,97.53
15585,97.53
15586,97.53
15587,97.53
15588,97.53
15589,97.53
15590,97.53
15591,97.53
15592,97.53
15593,97.53
15594,97.53
15595,97.53
15596,97.53
15597,97.53
15598,97.53
15599,97.53
15600,97.53
15601,97.53
15602,97.53
15603,97.53
15604,97.53
15605,97.53
15606,97.53
15607,97.53
15608,97.53
15609,97.53
15610,97.53
15611,97.53
15612,97.53
15613,97.53
15614,97.53
15615,97.53
15616,97.53
15617,97.53
15618,97.53
15619,97.53
15620,97.53
15621,97.53
15622,97.53
15623,97.53
15624,97.53
15625,97.53
15626,97.53
15627,97.53
15628,97.53
15629,97.53
15630,97.53
15631,97.53
15632,97.53
15633,97.53
15634,97.53
15635,97.53
15636,97.53
15637,97.53
15638,97.53
15639,97.53
15640,97.53
15641,97.53
15642,97.53
15643,97.53
15644,97.53
15645,97.53
15646,97.53
15647,97.53
15648,97.53
15649,97.53
15650,97.53
15651,97.53
15652,97.53
15653,97.53
15654,97.53
15655,97.53
15656,97.53
15657,97.53
15658,97.53
15659,97.53
15660,97.53
15661,97.53
15662,97.53
15663,97.53
15664,97.53
15665,97.53
15666,97.53
15667,97.53
15668,97.53
15669,97.53
15670,97.53
15671,97.53
15672,97.53
15673,97.53
15674,97.53
15675,97.53
15676,97.53
15677,97.53
15678,97.53
15679,97.53
15680,97.53
15681,97.53
15682,97.53
15683,97.53
15684,97.53
15685,97.53
15686,97.53
15687,97.53
15688,97.53
15689,97.53
15690,97.53
15691,97.53
15692,97.53
15693,97.53
15694,97.53
15695,97.53
15696,97.53
15697,97.53
15698,97.53
15699,97.53
15700,97.53
15701,97.53
15702,97.53
15703,97.53
15704,97.53
15705,97.53
15706,97.53
15707,97.53
15708,97.53
15709,97.53
15710,97.53
15711,97.53
15712,97.53
15713,97.53
15714,97.53
15715,97.53
15716,97.53
15717,97.53
15718,97.53
15719,97.53
15720,97.53
15721,97.53
15722,97.53
15723,97.53
15724,97.53
15725,97.53
15726,97.53
15727,97.53
15728,97.53
15729,97.53
15730,97.53
15731,97.53
15732,97.53
15733,97.53
15734,97.53
15735,97.53
15736,97.53
15737,97.53
15738,97.53
15739,97.53
15740,97.53
15741,97.53
15742,97.53
15743,97.53
15744,97.53
15745,97.53
15746,97.53
15747,97.53
15748,97.53
15749,97.53
15750,97.53
15751,97.53
15752,97.53
15753,97.53
15754,97.53
15755,97.53
15756,97.53
15757,97.53
15758,97.53
15759,97.53
15760,97.53
15761,97.53
15762,97.53
15763,97.53
15764,97.53
15765,97.53
15766,97.53
15767,97.53
15768,97.53
15769,97.53
15770,97.53
15771,97.53
15772,97.53
15773,97.53
15774,97.53
15775,97.53
15776,97.53
15777,97.53
15778,97.53
15779,97.53
15780,97.53
15781,97.53
15782,97.53
15783,97.53
15784,97.53
15785,97.53
15786,97.53
15787,97.53
15788,97.53
15789,97.53
15790,97.53
15791,97.53
15792,97.53
15793,97.53
15794,97.53
15795,97.53
15796,97.53
15797,97.53
15798,97.53
15799,97.53
15800,97.53
15801,97.53
15802,97.53
15803,97.53
15804,97.53
15805,97.53
15806,97.53
15807,97.53
15808,97.53
15809,97.53
15810,97.53
15811,97.53
15812,97.53
15813,97.53
15814,97.53
15815,97.53
15816,97.53
15817,97.53
15818,97.53
15819,97.53
15820,97.53
15821,97.53
15822,97.53
15823,97.53
15824,97.53
15825,97.53
15826,97.53
15827,97.53
15828,97.53
15829,97.53
15830,97.53
15831,97.53
15832,97.53
15833,97.53
15834,97.53
15835,97.53
15836,97.53
15837,97.53
15838,97.53
15839,97.53
15840,97.53
15841,97.53
15842,97.53
15843,97.53
15844,97.53
15845,97.53
15846,97.53
15847,97.53
15848,97.53
15849,97.53
15850,97.53
15851,97.53
15852,97.53
15853,97.53
15854,97.53
15855,97.53
15856,97.53
15857,97.53
15858,97.53
15859,97.53
15860,97.53
15861,97.53
15862,97.53
15863,97.53
15864,97.53
15865,97.53
15866,97.53
15867,97.53
15868,97.53
15869,97.53
15870,97.62
15871,97.62
15872,97.62
15873,97.62
15874,97.62
15875,97.62
15876,97.62
15877,97.62
15878,97.62
15879,97.62
15880,97.62
15881,97.62
15882,97.62
15883,97.62
15884,97.62
15885,97.62
15886,97.62
15887,97.62
15888,97.62
15889,97.62
15890,97.62
15891,97.62
15892,97.62
15893,97.62
15894,97.62
15895,97.62
15896,97.62
15897,97.62
15898,97.62
15899,97.62
15900,97.62
15901,97.62
15902,97.62
15903,97.62
15904,97.62
15905,97.62
15906,97.62
15907,97.62
15908,97.62
15909,97.62
15910,97.62
15911,97.62
15912,97.62
15913,97.62
15914,97.62
15915,97.62
15916,97.62
15917,97.62
15918,97.62
15919,97.62
15920,97.62
15921,97.62
15922,97.62
15923,97.62
15924,97.62
15925,97.62
15926,97.62
15927,97.62
15928,97.62
15929,97.62
15930,97.62
15931,97.62
15932,97.62
15933,97.62
15934,97.62
15935,97.62
15936,97.62
15937,97.62
15938,97.62
15939,97.62
15940,97.62
15941,97.62
15942,97.62
15943,97.62
15944,97.62
15945,97.62
15946,97.62
15947,97.62
15948,97.62
15949,97.62
15950,97.62
15951,97.62
15952,97.62
15953,97.62
15954,97.62
15955,97.62
15956,97.62
15957,97.71
15958,97.71
15959,97.71
15960,97.71
15961,97.71
15962,97.71
15963,97.71
15964,97.71
15965,97.71
15966,97.71
15967,97.71
15968,97.71
15969,97.71
15970,97.71
15971,97.71
15972,97.71
15973,97.71
15974,97.71
15975,97.71
15976,97.71
15977,97.71
15978,97.71
15979,97.71
15980,97.71
15981,97.71
15982,97.71
15983,97.71
15984,97.71
15985,97.71
15986,97.71
15987,97.71
15988,97.71
15989,97.71
15990,97.71
15991,97.71
15992,97.71
15993,97.71
15994,97.71
15995,97.71
15996,97.71
15997,97.71
15998,97.71
15999,97.71
16000,97.71
16001,97.71
16002,97.71
16003,97.71
16004,97.71
16005,97.71
16006,97.71
16007,97.71
16008,97.71
16009,97.71
16010,97.71
16011,97.71
16012,97.71
16013,97.71
16014,97.71
16015,97.71
16016,97.71
16017,97.71
16018,97.71
16019,97.71
16020,97.71
16021,97.71
16022,97.71
16023,97.71
16024,97.71
16025,97.71
16026,97.71
16027,97.71
16028,97.71
16029,97.71
16030,97.71
16031,97.71
16032,97.71
16033,97.71
16034,97.71
16035,97.71
16036,97.71
16037,97.71
16038,97.71
16039,97.71
16040,97.71
16041,97.71
16042,97.71
16043,97.71
16044,97.71
16045,97.71
16046,97.71
16047,97.71
16048,97.71
16049,97.71
16050,97.71
16051,97.71
16052,97.71
16053,97.71
16054,97.71
16055,97.71
16056,97.71
16057,97.71
16058,97.71
16059,97.71
16060,97.71
16061,97.71
16062,97.71
16063,97.71
16064,97.71
16065,97.71
16066,97.71
16067,97.71
16068,97.71
16069,97.71
16070,97.71
16071,97.71
16072,97.71
16073,97.71
16074,97.71
16075,97.71
16076,97.71
16077,97.71
16078,97.71
16079,97.71
16080,97.71
16081,97.71
16082,97.71
16083,97.71
16084,97.71
16085,97.71
16086,97.71
16087,97.71
16088,97.71
16089,97.71
16090,97.71
16091,97.71
16092,97.71
16093,97.71
16094,97.71
16095,97.71
16096,97.71
16097,97.71
16098,97.71
16099,97.71
16100,97.71
16101,97.71
16102,97.71
16103,97.71
16104,97.71
16105,97.71
16106,97.71
16107,97.71
16108,97.71
16109,97.71
16110,97.71
16111,97.71
16112,97.71
16113,97.71
16114,97.71
16115,97.71
16116,97.71
16117,97.71
16118,97.71
16119,97.71
16120,97.71
16121,97.71
16122,97.71
16123,97.71
16124,97.71
16125,97.71
16126,97.71
16127,97.71
16128,97.71
16129,97.71
16130,97.71
16131,97.71
16132,97.71
16133,97.71
16134,97.71
16135,97.71
16136,97.71
16137,97.71
16138,97.71
16139,97.71
16140,97.71
16141,97.71
16142,97.71
16143,97.71
16144,97.71
16145,97.71
16146,97.71
16147,97.71
16148,97.71
16149,97.71
16150,97.71
16151,97.71
16152,97.71
16153,97.71
16154,97.71
16155,97.71
16156,97.71
16157,97.71
16158,97.71
16159,97.71
16160,97.71
16161,97.71
16162,97.71
16163,97.71
16164,97.71
16165,97.71
16166,97.71
16167,97.71
16168,97.71
16169,97.71
16170,97.71
16171,97.71
16172,97.71
16173,97.71
16174,97.71
16175,97.71
16176,97.71
16177,97.71
16178,97.71
16179,97.71
16180,97.71
16181,97.71
16182,97.71
16183,97.71
16184,97.71
16185,97.71
16186,97.71
16187,97.71
16188,97.71
16189,97.71
16190,97.71
16191,97.71
16192,97.71
16193,97.71
16194,97.71
16195,97.71
16196,97.71
16197,97.71
16198,97.71
16199,97.71
16200,97.71
16201,97.71
16202,97.71
16203,97.71
16204,97.71
16205,97.71
16206,97.71
16207,97.71
16208,97.71
16209,97.71
16210,97.71
16211,97.71
16212,97.71
16213,97.71
16214,97.71
16215,97.71
16216,97.71
16217,97.71
16218,97.71
16219,97.71
16220,97.71
16221,97.71
16222,97.71
16223,97.71
16224,97.71
16225,97.71
16226,97.71
16227,97.71
16228,97.71
16229,97.71
16230,97.71
16231,97.71
16232,97.71
16233,97.71
16234,97.71
16235,97.71
16236,97.71
16237,97.71
16238,97.71
16239,97.71
16240,97.71
16241,97.71
16242,97.71
16243,97.71
16244,97.71
16245,97.71
16246,97.71
16247,97.71
16248,97.71
16249,97.71
16250,97.71
16251,97.71
16252,97.71
16253,97.71
16254,97.71
16255,97.71
16256,97.71
16257,97.71
16258,97.71
16259,97.71
16260,97.71
16261,97.71
16262,97.71
16263,97.71
16264,97.71
16265,97.71
16266,97.71
16267,97.71
16268,97.71
16269,97.71
16270,97.71
16271,97.71
16272,97.71
16273,97.71
16274,97.71
16275,97.71
16276,97.71
16277,97.71
16278,97.71
16279,97.71
16280,97.71
16281,97.71
16282,97.71
16283,97.71
16284,97.71
16285,97.71
16286,97.71
16287,97.71
16288,97.71
16289,97.71
16290,97.71
16291,97.71
16292,97.71
16293,97.71
16294,97.71
16295,97.71
16296,97.71
16297,97.71
16298,97.71
16299,97.71
16300,97.71
16301,97.71
16302,97.71
16303,97.71
16304,97.71
16305,97.71
16306,97.71
16307,97.71
16308,97.71
16309,97.71
16310,97.71
16311,97.71
16312,97.71
16313,97.71
16314,97.71
16315,97.71
16316,97.71
16317,97.71
16318,97.71
16319,97.71
16320,97.71
16321,97.71
16322,97.71
16323,97.71
16324,97.71
16325,97.71
16326,97.71
16327,97.71
16328,97.71
16329,97.71
16330,97.71
16331,97.71
16332,97.71
16333,97.71
16334,97.71
16335,97.71
16336,97.71
16337,97.71
16338,97.71
16339,97.71
16340,97.71
16341,97.71
16342,97.71
16343,97.71
16344,97.71
16345,97.71
16346,97.71
16347,97.71
16348,97.71
16349,97.71
16350,97.71
16351,97.71
16352,97.71
16353,97.71
16354,97.71
16355,97.71
16356,97.71
16357,97.71
16358,97.71
16359,97.71
16360,97.71
16361,97.71
16362,97.71
16363,97.71
16364,97.71
16365,97.71
16366,97.71
16367,97.71
16368,97.71
16369,97.71
16370,97.71
16371,97.71
16372,97.71
16373,97.71
16374,97.71
16375,97.71
16376,97.71
16377,97.71
16378,97.71
16379,97.71
16380,97.71
16381,97.71
16382,97.71
16383,97.71
16384,97.71
16385,97.71
16386,97.71
16387,97.71
16388,97.71
16389,97.71
16390,97.71
16391,97.71
16392,97.71
16393,97.71
16394,97.71
16395,97.71
16396,97.71
16397,97.71
16398,97.71
16399,97.71
16400,97.71
16401,97.71
16402,97.71
16403,97.71
16404,97.71
16405,97.71
16406,97.71
16407,97.71
16408,97.71
16409,97.71
16410,97.71
16411,97.71
16412,97.71
16413,97.71
16414,97.71
16415,97.71
16416,97.71
16417,97.71
16418,97.71
16419,97.71
16420,97.71
16421,97.71
16422,97.71
16423,97.71
16424,97.71
16425,97.71
16426,97.71
16427,97.71
16428,97.71
16429,97.71
16430,97.71
16431,97.71
16432,97.71
16433,97.71
16434,97.71
16435,97.71
16436,97.71
16437,97.71
16438,97.71
16439,97.71
16440,97.71
16441,97.71
16442,97.71
16443,97.71
16444,97.71
16445,97.71
16446,97.71
16447,97.71
16448,97.71
16449,97.71
16450,97.71
16451,97.71
16452,97.71
16453,97.71
16454,97.71
16455,97.71
16456,97.71
16457,97.71
16458,97.71
16459,97.71
16460,97.71
16461,97.71
16462,97.71
16463,97.71
16464,97.71
16465,97.71
16466,97.71
16467,97.71
16468,97.71
16469,97.71
16470,97.71
16471,97.71
16472,97.71
16473,97.71
16474,97.71
16475,97.71
16476,97.71
16477,97.71
16478,97.71
16479,97.71
16480,97.71
16481,97.71
16482,97.71
16483,97.71
16484,97.71
16485,97.71
16486,97.71
16487,97.71
16488,97.71
16489,97.71
16490,97.71
16491,97.71
16492,97.71
16493,97.71
16494,97.71
16495,97.71
16496,97.71
16497,97.71
16498,97.71
16499,97.71
16500,97.71
16501,97.71
16502,97.71
16503,97.71
16504,97.71
16505,97.71
16506,97.71
16507,97.71
16508,97.71
16509,97.71
16510,97.71
16511,97.71
16512,97.71
16513,97.71
16514,97.71
16515,97.71
16516,97.71
16517,97.71
16518,97.71
16519,97.71
16520,97.71
16521,97.71
16522,97.71
16523,97.71
16524,97.71
16525,97.71
16526,97.71
16527,97.71
16528,97.71
16529,97.71
16530,97.71
16531,97.71
16532,97.71
16533,97.71
16534,97.71
16535,97.71
16536,97.71
16537,97.71
16538,97.71
16539,97.71
16540,97.71
16541,97.71
16542,97.71
16543,97.71
16544,97.71
16545,97.71
16546,97.71
16547,97.71
16548,97.71
16549,97.71
16550,97.71
16551,97.71
16552,97.71
16553,97.71
16554,97.71
16555,97.71
16556,97.71
16557,97.71
16558,97.71
16559,97.71
16560,97.71
16561,97.71
16562,97.71
16563,97.71
16564,97.71
16565,97.71
16566,97.71
16567,97.71
16568,97.71
16569,97.71
16570,97.71
16571,97.71
16572,97.71
16573,97.71
16574,97.71
16575,97.71
16576,97.71
16577,97.71
16578,97.71
16579,97.71
16580,97.71
16581,97.71
16582,97.71
16583,97.71
16584,97.71
16585,97.71
16586,97.71
16587,97.71
16588,97.71
16589,97.71
16590,97.71
16591,97.71
16592,97.71
16593,97.71
16594,97.71
16595,97.71
16596,97.71
16597,97.71
16598,97.71
16599,97.71
16600,97.71
16601,97.71
16602,97.71
16603,97.71
16604,97.71
16605,97.71
16606,97.71
16607,97.71
16608,97.71
16609,97.71
16610,97.71
16611,97.71
16612,97.71
16613,97.71
16614,97.71
16615,97.71
16616,97.71
16617,97.71
16618,97.71
16619,97.71
16620,97.71
16621,97.71
16622,97.71
16623,97.71
16624,97.71
16625,97.71
16626,97.71
16627,97.71
16628,97.71
16629,97.71
16630,97.71
16631,97.71
16632,97.71
16633,97.71
16634,97.71
16635,97.71
16636,97.71
16637,97.71
16638,97.71
16639,97.71
16640,97.71
16641,97.71
16642,97.71
16643,97.71
16644,97.71
16645,97.71
16646,97.71
16647,97.71
16648,97.71
16649,97.71
16650,97.71
16651,97.71
16652,97.71
16653,97.71
16654,97.71
16655,97.71
16656,97.71
16657,97.71
16658,97.71
16659,97.71
16660,97.71
16661,97.71
16662,97.71
16663,97.71
16664,97.71
16665,97.71
16666,97.71
16667,97.71
16668,97.71
16669,97.71
16670,97.71
16671,97.71
16672,97.71
16673,97.71
16674,97.71
16675,97.71
16676,97.71
16677,97.71
16678,97.71
16679,97.71
16680,97.71
16681,97.71
16682,97.71
16683,97.71
16684,97.71
16685,97.71
16686,97.71
16687,97.71
16688,97.71
16689,97.71
16690,97.71
16691,97.71
16692,97.71
16693,97.71
16694,97.71
16695,97.71
16696,97.71
16697,97.71
16698,97.71
16699,97.71
16700,97.71
16701,97.71
16702,97.71
16703,97.71
16704,97.71
16705,97.71
16706,97.71
16707,97.71
16708,97.71
16709,97.71
16710,97.71
16711,97.71
16712,97.71
16713,97.71
16714,97.71
16715,97.71
16716,97.71
16717,97.71
16718,97.71
16719,97.71
16720,97.71
16721,97.71
16722,97.71
16723,97.71
16724,97.71
16725,97.71
16726,97.71
16727,97.71
16728,97.71
16729,97.71
16730,97.71
16731,97.71
16732,97.71
16733,97.71
16734,97.71
16735,97.71
16736,97.71
16737,97.71
16738,97.71
16739,97.71
16740,97.71
16741,97.71
16742,97.71
16743,97.71
16744,97.71
16745,97.71
16746,97.71
16747,97.71
16748,97.71
16749,97.71
16750,97.71
16751,97.71
16752,97.71
16753,97.71
16754,97.71
16755,97.71
16756,97.71
16757,97.71
16758,97.71
16759,97.71
16760,97.71
16761,97.71
16762,97.71
16763,97.71
16764,97.71
16765,97.71
16766,97.71
16767,97.71
16768,97.71
16769,97.71
16770,97.71
16771,97.71
16772,97.71
16773,97.71
16774,97.71
16775,97.71
16776,97.71
16777,97.71
16778,97.71
16779,97.71
16780,97.71
16781,97.71
16782,97.71
16783,97.71
16784,97.71
16785,97.71
16786,97.71
16787,97.71
16788,97.71
16789,97.71
16790,97.71
16791,97.71
16792,97.71
16793,97.71
16794,97.71
16795,97.71
16796,97.71
16797,97.71
16798,97.71
16799,97.71
16800,97.71
16801,97.71
16802,97.71
16803,97.71
16804,97.71
16805,97.71
16806,97.71
16807,97.71
16808,97.71
16809,97.71
16810,97.71
16811,97.71
16812,97.71
16813,97.71
